ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Solidity,Convex,FeretRatio,Germinated,Debris
303,118,41.21,14.43,10.41,0.87,15.23,10.91,1.39,0.91,129,0.716,0,0
304,326,127.4,47.77,8.69,0.25,53.94,12.17,5.5,0.57,571,0.226,1,0
305,315,105.4,43.44,9.23,0.36,45.22,13.34,4.7,0.72,437,0.295,1,0
306,244,93.84,38.88,7.99,0.35,39.56,11.8,4.87,0.67,364,0.298,1,0
307,257,89.98,35.79,9.14,0.4,37.22,12.65,3.91,0.7,367,0.34,1,0
308,379,148.27,35.44,13.62,0.22,47.2,26.59,2.6,0.46,823,0.563,1,0
309,262,93.11,36.18,9.22,0.38,40.31,12.45,3.92,0.72,363,0.309,1,0
310,141,43.11,15.74,11.4,0.95,16.55,12.02,1.38,0.91,154,0.726,0,0
311,280,110.23,43.24,8.25,0.29,45.88,12.63,5.24,0.6,466,0.275,1,0
312,352,139.54,53.13,8.44,0.23,57.07,12.9,6.3,0.56,628,0.226,1,0
313,132,43.46,14.88,11.3,0.88,15.81,11.77,1.32,0.9,146,0.744,0,0
314,175,53.11,20.08,11.1,0.78,20.25,11.92,1.81,0.88,198,0.589,0,0
315,318,143.3,40.81,9.92,0.19,54.59,18.87,4.11,0.41,775,0.346,1,0
316,114,59.8,25.65,5.66,0.4,26.31,8.0,4.53,0.75,152,0.304,-1,1
317,361,145.68,53.44,8.6,0.21,61.85,12.89,6.21,0.52,694,0.208,1,0
318,138,82.43,21.71,8.09,0.26,32.7,12.81,2.68,0.55,250,0.392,-1,1
319,278,89.98,34.99,10.12,0.43,36.69,13.11,3.46,0.7,397,0.357,1,0
320,135,44.87,17.82,9.65,0.84,18.6,11.09,1.85,0.91,148,0.596,0,0
321,207,94.57,30.33,8.69,0.29,39.41,13.4,3.49,0.58,356,0.34,1,0
322,113,60.77,21.43,6.72,0.38,22.8,10.0,3.19,0.65,173,0.439,-1,1
323,250,88.18,34.09,9.34,0.4,38.21,13.36,3.65,0.72,347,0.35,1,0
324,115,64.67,20.48,7.15,0.35,25.55,11.04,2.87,0.55,209,0.432,-1,1
325,202,78.57,28.69,8.97,0.41,33.11,13.02,3.2,0.7,288,0.393,1,0
326,330,136.51,48.71,8.63,0.22,56.3,14.42,5.65,0.5,660,0.256,1,0
327,175,67.36,26.23,8.49,0.48,27.86,11.24,3.09,0.77,227,0.403,0,0
328,236,93.01,35.46,8.47,0.34,40.26,12.0,4.18,0.72,327,0.298,1,0
329,203,61.94,24.39,10.6,0.66,26.4,12.97,2.3,0.86,236,0.491,0,0
330,204,66.77,24.79,10.48,0.58,26.48,11.74,2.37,0.82,248,0.443,0,0
331,518,160.17,43.6,15.13,0.25,56.04,22.92,2.88,0.62,835,0.409,-1,1
332,202,62.77,21.63,11.89,0.64,24.35,13.4,1.82,0.83,243,0.55,0,0
333,205,71.01,25.65,10.17,0.51,26.93,12.51,2.52,0.75,273,0.465,0,0
334,596,154.61,52.81,14.37,0.31,58.42,18.81,3.67,0.69,863,0.322,-1,1
335,247,84.67,31.44,10.0,0.43,34.66,14.14,3.14,0.7,352,0.408,1,0
336,187,60.77,22.72,10.48,0.64,23.77,11.0,2.17,0.88,212,0.463,0,0
337,142,46.04,17.62,10.26,0.84,18.03,10.79,1.72,0.91,156,0.598,0,0
338,232,75.25,28.94,10.21,0.51,30.81,14.14,2.84,0.77,301,0.459,1,0
339,192,67.6,24.66,9.91,0.53,27.51,12.26,2.49,0.78,246,0.446,0,0
340,130,44.04,14.64,11.31,0.84,16.55,12.0,1.3,0.89,146,0.725,0,0
341,178,59.36,21.42,10.58,0.63,24.19,12.5,2.02,0.84,211,0.517,0,0
342,249,83.74,29.7,10.67,0.45,32.45,14.31,2.78,0.7,355,0.441,1,0
343,146,51.94,18.4,10.1,0.68,20.4,11.0,1.82,0.86,169,0.539,0,0
344,262,79.84,29.81,11.19,0.52,31.62,14.13,2.66,0.8,327,0.447,1,0
345,239,70.18,22.48,13.54,0.61,24.7,15.78,1.66,0.83,287,0.639,0,0
346,158,53.94,19.48,10.33,0.68,21.4,12.03,1.89,0.85,185,0.562,0,0
347,232,77.6,29.57,9.99,0.48,32.25,12.52,2.96,0.78,297,0.388,0,0
348,203,67.01,22.27,11.6,0.57,25.06,14.75,1.92,0.79,256,0.589,0,0
349,258,79.5,27.38,12.0,0.51,29.97,14.83,2.28,0.76,339,0.495,0,0
350,167,51.21,20.1,10.58,0.8,20.62,10.0,1.9,0.94,177,0.485,0,0
351,138,45.7,17.95,9.79,0.83,19.1,10.61,1.83,0.9,153,0.555,0,0
352,151,47.7,17.74,10.84,0.83,19.42,11.8,1.64,0.9,167,0.608,0,0
353,164,48.28,16.67,12.53,0.88,17.46,13.0,1.33,0.91,180,0.745,0,0
354,134,43.21,15.44,11.05,0.9,16.16,11.0,1.4,0.92,145,0.681,0,0
355,146,64.18,17.99,10.33,0.45,24.7,13.0,1.74,0.69,211,0.526,-1,1
356,178,52.18,18.58,12.2,0.82,19.31,12.97,1.52,0.9,197,0.672,0,0
357,111,38.97,12.0,11.78,0.92,13.6,11.0,1.02,0.93,119,0.809,0,0
358,227,70.57,28.69,10.08,0.57,29.41,12.73,2.85,0.8,283,0.433,1,0
359,231,78.91,30.92,9.51,0.47,33.12,12.5,3.25,0.77,300,0.377,1,0
360,200,68.43,26.69,9.54,0.54,28.02,12.6,2.8,0.77,259,0.45,0,0
361,561,166.51,34.54,20.68,0.25,50.7,32.66,1.67,0.54,1038,0.644,-1,1
362,108,38.97,13.84,9.94,0.89,14.76,10.0,1.39,0.93,116,0.678,0,0
363,282,92.33,38.48,9.33,0.42,39.0,13.33,4.12,0.71,397,0.342,1,0
364,225,86.67,33.11,8.65,0.38,37.7,12.07,3.83,0.72,312,0.32,1,0
365,354,132.51,52.81,8.54,0.25,55.23,14.32,6.19,0.52,680,0.259,1,0
366,169,60.18,21.05,10.22,0.59,24.6,11.64,2.06,0.86,196,0.473,0,0
367,153,75.84,29.49,6.61,0.33,32.2,9.42,4.46,0.63,242,0.293,-1,1
368,319,126.95,44.71,9.08,0.25,49.24,14.9,4.92,0.54,590,0.303,1,0
369,215,93.4,29.51,9.28,0.31,39.62,13.92,3.18,0.59,364,0.351,1,0
370,258,95.98,37.66,8.72,0.35,40.71,11.88,4.32,0.69,373,0.292,1,0
371,272,95.15,33.96,10.2,0.38,37.12,13.79,3.33,0.63,431,0.371,1,0
372,125,42.04,15.17,10.49,0.89,15.81,11.03,1.45,0.91,137,0.698,0,0
373,323,114.91,40.02,10.28,0.31,44.28,13.81,3.89,0.66,489,0.312,1,0
374,309,124.12,44.1,8.92,0.25,49.98,13.06,4.94,0.58,532,0.261,1,0
375,276,123.15,41.99,8.37,0.23,50.49,13.0,5.02,0.55,501,0.257,1,0
376,106,42.04,13.05,10.34,0.75,14.56,11.26,1.26,0.82,129,0.773,0,0
377,338,122.95,49.15,8.76,0.28,51.26,14.07,5.61,0.58,582,0.274,1,0
378,221,86.81,32.94,8.54,0.37,36.8,12.02,3.86,0.71,311,0.327,1,0
379,102,63.36,15.83,8.21,0.32,21.38,11.63,1.93,0.58,175,0.544,-1,1
380,115,41.46,14.25,10.27,0.84,16.12,11.93,1.39,0.88,130,0.74,0,0
381,230,92.57,32.62,8.98,0.34,34.71,12.5,3.63,0.66,348,0.36,1,0
382,286,102.57,35.73,10.19,0.34,41.44,13.93,3.51,0.62,461,0.336,1,0
383,132,43.11,13.65,12.31,0.89,15.3,13.0,1.11,0.87,151,0.85,0,0
384,128,47.21,15.52,10.5,0.72,17.26,11.0,1.48,0.9,142,0.637,-1,1
385,175,54.53,19.53,11.41,0.74,21.26,12.91,1.71,0.87,201,0.607,-1,1
386,105,42.04,12.57,10.63,0.75,15.0,10.82,1.18,0.87,120,0.721,-1,1
387,322,137.3,47.89,8.56,0.21,54.92,13.85,5.59,0.49,657,0.252,1,0
388,275,94.67,35.44,9.88,0.39,38.47,13.73,3.59,0.68,404,0.357,1,0
389,326,137.1,56.65,7.33,0.22,58.9,11.91,7.73,0.51,639,0.202,1,0
390,364,150.61,47.83,9.69,0.2,60.88,15.37,4.94,0.46,791,0.252,1,0
391,154,54.87,21.0,9.34,0.64,22.47,11.0,2.25,0.87,177,0.49,0,0
392,338,143.58,49.89,8.63,0.21,60.0,14.05,5.78,0.51,662,0.234,1,0
393,222,91.98,34.1,8.29,0.33,36.88,12.77,4.11,0.61,363,0.346,1,0
394,297,126.75,51.38,7.36,0.23,54.64,12.27,6.98,0.53,560,0.225,1,0
395,194,67.84,21.66,11.4,0.53,24.52,13.67,1.9,0.74,262,0.558,0,0
396,225,82.18,32.02,8.95,0.42,33.24,12.33,3.58,0.71,316,0.371,1,0
397,156,47.46,17.6,11.29,0.87,19.24,12.0,1.56,0.93,167,0.624,0,0
398,238,79.5,30.53,9.93,0.47,30.53,12.93,3.08,0.73,326,0.424,1,0
399,289,117.3,35.44,10.38,0.26,41.18,16.13,3.41,0.52,555,0.392,1,0
400,219,72.67,28.45,9.8,0.52,31.06,12.97,2.9,0.78,280,0.418,1,0
401,171,74.77,25.11,8.67,0.38,30.81,11.0,2.9,0.74,231,0.357,-1,1
402,308,104.91,35.34,11.1,0.35,39.2,16.71,3.18,0.62,496,0.426,1,0
403,322,115.4,39.67,10.34,0.3,41.05,16.54,3.84,0.56,575,0.403,1,0
404,415,159.05,64.38,8.21,0.21,65.92,12.97,7.84,0.57,728,0.197,1,0
405,325,107.6,44.81,9.24,0.35,46.27,13.0,4.85,0.73,445,0.281,1,0
406,263,94.81,39.88,8.4,0.37,42.19,12.1,4.75,0.7,375,0.287,1,0
407,110,57.94,23.24,6.03,0.41,25.08,7.83,3.86,0.69,159,0.312,-1,1
408,265,99.4,36.64,9.21,0.34,38.47,13.38,3.98,0.62,427,0.348,1,0
409,406,160.02,45.9,11.26,0.2,59.24,19.88,4.07,0.46,882,0.336,1,0
410,402,154.95,64.67,7.91,0.21,65.97,13.23,8.17,0.57,705,0.201,1,0
411,306,100.81,42.86,9.09,0.38,43.42,13.01,4.72,0.68,449,0.3,1,0
412,328,128.27,43.75,9.55,0.25,50.0,15.49,4.58,0.5,656,0.31,1,0
413,299,112.12,39.94,9.53,0.3,44.28,14.79,4.19,0.65,460,0.334,1,0
414,203,91.4,32.29,8.0,0.31,38.83,12.31,4.03,0.58,350,0.317,1,0
415,174,50.53,18.5,11.97,0.86,19.65,13.0,1.55,0.9,193,0.662,0,0
416,132,45.11,16.84,9.98,0.82,18.03,11.09,1.69,0.88,150,0.615,0,0
417,185,65.6,20.64,11.41,0.54,23.41,13.68,1.81,0.77,240,0.584,0,0
418,314,113.64,45.58,8.77,0.31,46.84,13.82,5.2,0.61,514,0.295,1,0
419,248,82.53,33.61,9.39,0.46,34.23,12.0,3.58,0.8,310,0.351,1,0
420,257,83.74,33.63,9.73,0.46,34.83,13.59,3.46,0.72,356,0.39,1,0
421,251,85.4,33.62,9.51,0.43,34.99,13.63,3.54,0.73,343,0.39,1,0
422,519,123.98,54.35,12.16,0.42,51.87,13.1,4.47,0.88,589,0.253,-1,1
423,100,38.38,12.49,10.2,0.85,14.21,11.0,1.22,0.9,111,0.774,0,0
424,274,103.15,38.3,9.11,0.32,39.29,12.19,4.2,0.64,428,0.31,1,0
425,104,37.21,11.79,11.23,0.94,13.42,11.0,1.05,0.92,113,0.82,0,0
426,290,139.58,51.31,7.2,0.19,58.6,11.4,7.13,0.52,557,0.195,1,0
427,163,48.28,18.54,11.19,0.88,19.24,12.34,1.66,0.93,175,0.641,0,0
428,440,102.91,26.45,21.18,0.52,32.31,25.45,1.25,0.78,564,0.788,-1,1
429,192,65.94,23.83,10.26,0.55,27.8,12.73,2.32,0.79,243,0.458,0,0
430,421,97.64,35.53,15.09,0.55,37.8,19.09,2.36,0.8,526,0.505,-1,1
431,102,36.63,12.37,10.5,0.96,13.04,11.0,1.18,0.91,112,0.844,0,0
432,237,78.08,29.82,10.12,0.49,32.65,13.54,2.95,0.77,307,0.415,1,0
433,122,42.04,14.8,10.5,0.87,16.12,11.32,1.41,0.9,135,0.702,0,0
434,201,82.43,30.46,8.4,0.37,34.66,13.0,3.62,0.64,314,0.375,1,0
435,450,164.85,52.75,10.86,0.21,62.97,17.18,4.86,0.55,818,0.273,1,0
436,337,148.37,40.49,10.6,0.19,55.9,20.34,3.82,0.42,802,0.364,1,0
437,323,134.85,53.16,7.74,0.22,58.18,13.09,6.87,0.53,609,0.225,1,0
438,235,84.43,31.73,9.43,0.41,35.74,12.2,3.37,0.73,321,0.341,1,0
439,390,125.88,26.16,18.98,0.31,35.69,26.31,1.38,0.61,639,0.737,-1,1
440,313,111.74,46.33,8.6,0.32,48.05,11.96,5.39,0.73,428,0.249,1,0
441,293,88.43,36.28,10.28,0.47,37.36,12.13,3.53,0.82,357,0.325,-1,1
442,234,88.67,35.75,8.33,0.37,35.11,12.28,4.29,0.7,334,0.35,1,0
443,256,110.81,41.3,7.89,0.26,47.01,13.04,5.23,0.56,457,0.277,1,0
444,272,104.95,42.9,8.07,0.31,46.04,11.75,5.32,0.66,412,0.255,1,0
445,283,141.2,37.75,9.54,0.18,56.92,16.61,3.96,0.42,673,0.292,1,0
446,287,109.3,33.22,11.0,0.3,40.5,15.35,3.02,0.62,462,0.379,1,0
447,223,79.5,30.67,9.26,0.44,31.26,12.53,3.31,0.72,309,0.401,1,0
448,241,83.98,28.59,10.73,0.43,32.28,14.82,2.66,0.68,354,0.459,1,0
449,321,134.61,53.33,7.66,0.22,59.48,13.85,6.96,0.53,605,0.233,1,0
450,217,88.81,28.61,9.66,0.35,31.26,12.26,2.96,0.65,333,0.392,1,0
451,350,149.64,54.12,8.23,0.2,60.21,13.5,6.57,0.47,744,0.224,1,0
452,301,113.5,44.05,8.7,0.29,48.17,13.99,5.06,0.62,485,0.29,1,0
453,423,171.92,49.14,10.96,0.18,64.47,21.49,4.48,0.38,1113,0.333,1,0
454,184,58.53,20.87,11.23,0.68,24.04,11.59,1.86,0.87,211,0.482,0,0
455,175,105.05,46.48,4.79,0.2,48.02,7.52,9.7,0.59,296,0.157,-1,1
456,374,163.38,60.17,7.91,0.18,70.8,15.01,7.6,0.47,795,0.212,1,0
457,123,42.04,15.82,9.9,0.87,16.28,10.0,1.6,0.91,135,0.614,0,0
458,421,213.76,54.34,9.86,0.12,80.23,24.3,5.51,0.3,1403,0.303,1,0
459,340,139.2,44.19,9.8,0.22,53.08,17.52,4.51,0.5,680,0.33,1,0
460,302,123.44,42.73,9.0,0.25,46.04,15.12,4.75,0.53,569,0.328,1,0
461,246,92.91,34.35,9.12,0.36,37.64,13.04,3.77,0.63,390,0.346,1,0
462,149,48.87,16.98,11.17,0.78,17.89,11.0,1.52,0.91,163,0.615,0,0
463,249,82.67,27.33,11.6,0.46,32.02,15.56,2.36,0.7,355,0.486,1,0
464,171,54.28,19.78,11.01,0.73,22.09,11.0,1.8,0.89,192,0.498,0,0
465,184,64.18,22.9,10.23,0.56,25.32,12.0,2.24,0.81,227,0.474,0,0
466,222,73.84,30.72,9.2,0.51,32.2,11.65,3.34,0.79,281,0.362,0,0
467,147,47.11,18.68,10.02,0.83,20.0,10.61,1.87,0.92,159,0.53,0,0
468,192,67.84,26.96,9.07,0.52,29.41,12.02,2.97,0.78,246,0.409,0,0
469,174,59.11,21.48,10.31,0.63,22.8,11.0,2.08,0.87,200,0.482,0,0
470,195,62.77,23.15,10.72,0.62,25.08,12.15,2.16,0.87,224,0.484,0,0
471,266,73.94,30.57,11.08,0.61,29.43,12.0,2.76,0.86,309,0.408,-1,1
472,304,112.71,40.73,9.5,0.3,47.01,15.21,4.29,0.56,542,0.324,1,0
473,326,133.2,37.72,11.0,0.23,50.92,19.46,3.43,0.46,708,0.382,1,0
474,154,50.63,18.74,10.46,0.76,19.92,10.0,1.79,0.92,167,0.502,0,0
475,143,44.04,15.36,11.85,0.93,16.4,12.49,1.3,0.93,153,0.762,0,0
476,231,87.15,31.27,9.4,0.38,37.2,12.73,3.33,0.7,330,0.342,1,0
477,266,105.98,37.5,9.03,0.3,44.6,13.97,4.15,0.66,403,0.313,1,0
478,222,93.4,34.64,8.16,0.32,38.59,11.45,4.25,0.61,363,0.297,1,0
479,111,50.53,14.26,9.91,0.55,18.6,11.4,1.44,0.74,150,0.613,-1,1
480,124,49.11,16.92,9.33,0.65,19.85,10.61,1.81,0.85,145,0.535,-1,1
481,121,43.46,16.11,9.56,0.81,17.89,10.0,1.68,0.91,132,0.559,0,0
482,210,80.91,30.23,8.84,0.4,33.84,12.61,3.42,0.69,304,0.373,1,0
483,204,94.08,27.23,9.54,0.29,30.68,12.85,2.85,0.6,340,0.419,1,0
484,183,56.28,20.73,11.24,0.73,22.85,12.0,1.84,0.9,203,0.525,0,0
485,455,166.61,32.05,18.08,0.21,50.6,31.62,1.77,0.46,989,0.625,-1,1
486,322,124.81,44.42,9.23,0.26,53.71,14.24,4.81,0.54,596,0.265,1,0
487,396,109.64,24.58,20.52,0.41,33.54,27.68,1.2,0.65,609,0.825,-1,1
488,250,90.43,36.87,8.63,0.38,38.33,11.99,4.27,0.67,373,0.313,1,0
489,166,50.28,18.82,11.23,0.82,20.25,12.49,1.68,0.89,186,0.617,0,0
490,404,129.68,28.84,17.83,0.3,43.42,23.35,1.62,0.59,684,0.538,-1,1
491,369,101.54,43.08,10.91,0.45,43.86,14.06,3.95,0.78,473,0.321,-1,1
492,567,172.85,44.24,16.32,0.24,60.88,20.72,2.71,0.57,994,0.34,-1,1
493,185,78.67,28.03,8.4,0.38,32.7,11.61,3.34,0.67,276,0.355,1,0
494,144,44.87,14.8,12.39,0.9,16.16,12.0,1.2,0.91,158,0.743,0,0
495,338,130.75,52.69,8.17,0.25,57.38,12.91,6.45,0.57,592,0.225,1,0
496,203,83.74,31.01,8.34,0.36,36.06,11.88,3.72,0.69,294,0.329,1,0
497,244,119.68,44.88,6.92,0.21,52.7,11.65,6.48,0.56,435,0.221,1,0
498,178,63.01,23.16,9.79,0.56,24.74,12.0,2.37,0.77,231,0.485,0,0
499,350,137.84,58.36,7.64,0.23,58.31,11.74,7.64,0.63,555,0.201,1,0
500,332,155.68,28.0,15.1,0.17,46.49,31.21,1.86,0.38,873,0.671,1,0
501,313,119.84,48.49,8.22,0.27,49.82,12.0,5.9,0.62,504,0.241,1,0
502,291,71.5,27.26,13.59,0.72,27.29,15.4,2.01,0.87,334,0.564,-1,1
503,398,150.51,57.41,8.83,0.22,60.75,14.73,6.5,0.53,750,0.242,1,0
504,286,99.4,33.68,10.81,0.36,37.0,14.67,3.12,0.65,440,0.396,1,0
505,381,136.41,37.98,12.77,0.26,47.38,17.43,2.97,0.63,604,0.368,-1,1
506,190,96.57,23.98,10.09,0.26,30.08,13.24,2.38,0.67,283,0.44,-1,1
507,346,163.72,52.16,8.45,0.16,63.6,17.8,6.17,0.4,865,0.28,1,0
508,192,51.46,19.44,12.58,0.91,19.92,12.0,1.55,0.96,200,0.602,0,0
509,592,248.35,90.42,8.34,0.12,99.92,14.21,10.85,0.45,1315,0.142,1,0
510,384,133.05,48.46,10.09,0.27,52.5,15.26,4.8,0.57,673,0.291,1,0
511,151,49.7,15.54,12.37,0.77,17.89,13.0,1.26,0.87,173,0.727,0,0
512,168,52.04,17.13,12.49,0.78,18.36,12.77,1.37,0.91,184,0.696,0,0
513,276,96.43,27.25,12.9,0.37,33.6,17.68,2.11,0.63,438,0.526,1,0
514,312,127.4,31.46,12.63,0.24,40.26,19.41,2.49,0.49,636,0.482,1,0
515,161,49.21,16.0,12.81,0.84,17.89,13.0,1.25,0.91,176,0.727,0,0
516,237,102.47,36.22,8.33,0.28,41.77,13.28,4.35,0.53,447,0.318,1,0
517,239,73.84,23.38,13.02,0.55,27.78,16.25,1.8,0.76,314,0.585,0,0
518,233,71.94,27.25,10.89,0.57,29.83,11.94,2.5,0.84,277,0.4,0,0
519,203,55.11,19.63,13.17,0.84,20.22,13.81,1.49,0.89,228,0.683,0,0
520,319,100.47,32.94,12.33,0.4,37.22,16.0,2.67,0.67,476,0.43,1,0
521,169,70.43,26.06,8.26,0.43,28.02,12.0,3.16,0.67,252,0.428,0,0
522,284,92.47,28.73,12.59,0.42,32.98,17.54,2.28,0.67,423,0.532,1,0
523,173,71.84,23.26,9.47,0.42,28.23,12.0,2.46,0.77,224,0.425,0,0
524,173,51.11,18.95,11.62,0.83,20.25,12.52,1.63,0.91,190,0.618,0,0
525,142,44.87,16.1,11.23,0.89,16.64,11.7,1.43,0.91,156,0.703,0,0
526,134,44.63,15.97,10.68,0.85,16.16,11.0,1.5,0.92,145,0.681,0,0
527,210,64.67,24.92,10.73,0.63,27.2,12.02,2.32,0.88,238,0.442,0,0
528,317,131.88,41.71,9.68,0.23,48.75,15.88,4.31,0.49,646,0.326,1,0
529,204,80.43,25.04,10.37,0.4,32.8,14.55,2.41,0.66,309,0.444,0,0
530,598,138.99,60.82,12.52,0.39,60.0,15.14,4.86,0.78,766,0.252,-1,1
531,123,63.11,24.36,6.43,0.39,27.29,9.04,3.79,0.66,186,0.331,-1,1
532,197,53.36,19.75,12.7,0.87,21.19,13.86,1.55,0.92,214,0.654,0,0
533,196,71.6,26.69,9.35,0.48,30.36,11.7,2.85,0.78,251,0.385,0,0
534,242,78.08,30.08,10.24,0.5,32.8,13.83,2.94,0.76,318,0.422,1,0
535,123,40.04,14.01,11.18,0.96,15.0,12.0,1.25,0.93,132,0.8,0,0
536,159,47.94,18.23,11.1,0.87,19.42,11.31,1.64,0.92,172,0.582,0,0
537,186,55.36,21.93,10.8,0.76,23.6,12.02,2.03,0.91,204,0.509,0,0
538,163,49.46,18.19,11.41,0.84,20.52,12.55,1.59,0.91,179,0.612,0,0
539,263,96.57,33.34,10.04,0.35,37.0,15.14,3.32,0.65,404,0.409,1,0
540,173,51.36,19.58,11.25,0.82,20.0,12.73,1.74,0.9,192,0.637,0,0
541,135,44.53,15.54,11.06,0.86,16.64,11.31,1.4,0.91,148,0.68,0,0
542,290,105.74,36.96,9.99,0.33,43.01,15.71,3.7,0.56,517,0.365,1,0
543,289,103.64,35.46,10.38,0.34,39.05,15.27,3.42,0.62,466,0.391,1,0
544,183,59.01,21.5,10.84,0.66,24.19,12.44,1.98,0.86,212,0.514,0,0
545,117,39.8,14.4,10.35,0.93,15.0,10.0,1.39,0.94,124,0.667,0,0
546,164,49.46,18.99,10.99,0.84,19.42,11.0,1.73,0.93,176,0.566,0,0
547,489,166.99,45.37,13.72,0.22,53.24,21.59,3.31,0.55,889,0.406,-1,1
548,126,42.63,15.54,10.33,0.87,15.81,10.0,1.5,0.94,134,0.633,0,0
549,129,77.25,19.86,8.27,0.27,27.51,13.1,2.4,0.52,248,0.476,-1,1
550,150,52.87,19.42,9.83,0.67,21.4,11.4,1.97,0.85,176,0.533,0,0
551,204,79.01,28.38,9.15,0.41,32.25,11.0,3.1,0.72,283,0.341,0,0
552,388,163.2,36.64,13.48,0.18,55.04,22.62,2.72,0.41,946,0.411,1,0
553,386,156.95,45.59,10.78,0.2,53.85,16.69,4.23,0.5,772,0.31,1,0
554,277,112.12,35.32,9.98,0.28,40.31,14.64,3.54,0.52,532,0.363,1,0
555,442,152.17,30.92,18.2,0.24,46.04,28.05,1.7,0.52,850,0.609,-1,1
556,223,93.98,32.03,8.87,0.32,39.92,12.63,3.61,0.66,337,0.316,1,0
557,214,71.5,26.38,10.33,0.53,29.41,12.73,2.55,0.81,264,0.433,0,0
558,149,47.46,18.1,10.48,0.83,19.42,11.67,1.73,0.9,165,0.601,0,0
559,113,41.7,13.97,10.3,0.82,15.26,10.98,1.36,0.87,129,0.72,0,0
560,210,56.04,18.02,14.84,0.84,20.0,15.95,1.21,0.92,228,0.797,0,0
561,166,58.43,19.42,10.88,0.61,22.02,12.73,1.78,0.82,202,0.578,0,0
562,196,64.53,23.36,10.68,0.59,25.81,12.87,2.19,0.79,248,0.499,0,0
563,149,46.63,16.41,11.56,0.86,17.89,12.0,1.42,0.92,161,0.671,0,0
564,212,83.25,19.47,13.86,0.38,22.47,17.08,1.4,0.7,302,0.76,-1,1
565,132,78.81,15.17,11.08,0.27,22.47,16.88,1.37,0.52,253,0.751,-1,1
566,323,138.12,45.35,9.07,0.21,49.5,14.02,5.0,0.52,621,0.283,1,0
567,128,55.7,17.53,9.3,0.52,21.1,11.0,1.88,0.73,175,0.521,-1,1
568,205,73.01,21.2,12.31,0.48,26.08,15.0,1.72,0.72,284,0.575,-1,1
569,331,94.33,33.4,12.62,0.47,34.71,16.26,2.65,0.73,453,0.468,-1,1
570,213,91.5,30.18,8.99,0.32,36.12,11.91,3.36,0.6,355,0.33,1,0
571,298,146.71,42.83,8.86,0.17,55.04,16.45,4.83,0.4,745,0.299,1,0
572,255,118.81,36.24,8.96,0.23,47.68,13.98,4.04,0.49,520,0.293,1,0
573,136,45.46,17.26,10.03,0.83,18.03,11.09,1.72,0.89,152,0.615,0,0
574,124,41.46,14.84,10.64,0.91,16.12,11.6,1.39,0.91,136,0.72,0,0
575,248,97.15,39.67,7.96,0.33,42.95,12.06,4.98,0.67,370,0.281,1,0
576,398,145.34,43.43,11.67,0.24,53.25,19.02,3.72,0.49,812,0.357,1,0
577,288,134.85,49.27,7.44,0.2,53.23,14.56,6.62,0.44,654,0.274,1,0
578,193,61.36,23.49,10.46,0.64,25.3,12.0,2.24,0.88,219,0.474,0,0
579,229,73.74,25.43,11.46,0.53,27.73,14.58,2.22,0.77,297,0.526,1,0
580,160,51.94,18.69,10.9,0.75,20.81,12.52,1.71,0.86,186,0.602,0,0
581,209,82.43,35.79,7.43,0.39,34.71,10.69,4.81,0.72,290,0.308,1,0
582,175,57.94,21.5,10.37,0.66,25.0,12.31,2.07,0.85,205,0.492,0,0
583,160,48.63,17.87,11.4,0.85,19.42,12.0,1.57,0.92,173,0.618,0,0
584,150,46.87,17.61,10.85,0.86,18.38,11.0,1.62,0.93,161,0.598,0,0
585,169,51.11,18.45,11.67,0.81,19.1,12.0,1.58,0.9,187,0.628,0,0
586,144,46.04,16.08,11.4,0.85,16.76,11.0,1.41,0.93,154,0.656,0,0
587,112,41.21,14.95,9.54,0.83,15.26,10.0,1.57,0.9,124,0.655,0,0
588,154,48.38,20.08,9.76,0.83,19.92,9.0,2.06,0.96,160,0.452,0,0
589,151,46.87,17.21,11.17,0.86,18.44,12.02,1.54,0.91,165,0.652,0,0
590,135,45.46,16.92,10.16,0.82,18.6,11.31,1.67,0.9,150,0.608,0,0
591,260,100.12,40.76,8.12,0.33,43.42,12.76,5.02,0.66,393,0.294,1,0
592,119,40.28,14.33,10.57,0.92,15.3,11.0,1.36,0.91,130,0.719,0,0
593,104,37.21,11.82,11.2,0.94,13.42,11.0,1.06,0.92,113,0.82,0,0
594,120,40.04,14.5,10.54,0.94,15.65,11.0,1.38,0.93,129,0.703,0,0
595,187,72.77,30.38,7.84,0.44,31.02,10.8,3.88,0.72,259,0.348,1,0
596,139,45.11,15.71,11.26,0.86,17.12,12.0,1.39,0.89,156,0.701,0,0
597,120,41.94,13.93,10.97,0.86,15.3,12.0,1.27,0.88,136,0.784,0,0
598,181,50.87,19.46,11.84,0.88,20.25,12.0,1.64,0.94,192,0.593,0,0
599,159,48.77,18.35,11.03,0.84,19.24,11.93,1.66,0.9,176,0.62,0,0
600,162,48.87,18.59,11.1,0.85,19.7,11.66,1.68,0.92,176,0.592,0,0
601,167,50.53,18.32,11.6,0.82,18.68,12.0,1.58,0.92,181,0.642,0,0
602,127,40.63,14.64,11.05,0.97,15.23,11.0,1.32,0.94,135,0.722,0,0
603,154,48.77,17.84,10.99,0.81,18.38,11.65,1.62,0.9,171,0.634,0,0
604,154,48.28,18.46,10.62,0.83,19.85,12.02,1.74,0.9,171,0.606,0,0
