ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,germination
7980,105,38.87,15.137,8.832,0.873,15.652,9.707,1.714,0.583,0.894,0
7981,95,36.971,14.637,8.264,0.873,14.56,8.0,1.771,0.565,0.936,0
7982,83,34.042,12.55,8.421,0.9,13.601,9.0,1.49,0.671,0.907,0
7983,58,27.213,9.602,7.691,0.984,10.44,8.0,1.248,0.801,0.906,0
7984,120,42.627,17.237,8.864,0.83,17.464,9.0,1.945,0.514,0.913,0
7985,75,30.971,10.641,8.974,0.983,11.662,9.0,1.186,0.843,0.938,0
7986,77,32.042,11.91,8.231,0.942,12.649,8.854,1.447,0.691,0.895,0
7987,74,32.042,12.649,7.449,0.906,13.038,7.778,1.698,0.589,0.908,0
7988,96,38.284,15.335,7.971,0.823,15.811,8.485,1.924,0.52,0.897,0
7989,55,25.556,9.093,7.702,1.0,10.0,8.0,1.181,0.847,0.94,0
7990,116,42.284,17.135,8.62,0.815,17.889,9.656,1.988,0.503,0.896,0
7991,104,37.456,14.192,9.331,0.932,14.866,9.944,1.521,0.657,0.912,0
7992,90,34.627,12.618,9.082,0.943,13.342,9.0,1.389,0.72,0.928,0
7993,98,36.87,13.858,9.004,0.906,14.422,9.192,1.539,0.65,0.912,0
7994,86,34.627,13.72,7.981,0.901,14.318,8.854,1.719,0.582,0.91,0
7995,80,33.456,13.11,7.769,0.898,13.416,8.356,1.687,0.593,0.889,0
7996,101,37.213,14.167,9.077,0.917,14.866,9.0,1.561,0.641,0.935,0
7997,104,39.213,15.579,8.5,0.85,16.155,9.0,1.833,0.546,0.924,0
7999,87,34.284,12.866,8.609,0.93,13.416,9.192,1.494,0.669,0.897,0
8000,88,35.456,13.486,8.308,0.88,13.928,8.944,1.623,0.616,0.903,0
8001,111,40.042,14.103,10.021,0.87,14.56,10.915,1.407,0.711,0.877,0
8002,109,38.87,14.181,9.787,0.907,14.765,10.607,1.449,0.69,0.908,0
8003,109,39.799,15.349,9.042,0.865,15.524,9.0,1.698,0.589,0.924,0
8005,83,34.042,12.891,8.198,0.9,13.601,9.153,1.573,0.636,0.892,0
8006,86,33.799,12.563,8.716,0.946,13.0,9.0,1.441,0.694,0.925,0
8007,109,40.627,15.079,9.204,0.83,15.264,9.944,1.638,0.61,0.89,0
8008,129,44.042,17.712,9.273,0.836,18.028,10.0,1.91,0.524,0.925,0
8009,91,36.385,13.627,8.502,0.864,14.765,9.0,1.603,0.624,0.924,0
8010,121,42.627,16.94,9.095,0.837,17.72,9.0,1.863,0.537,0.931,0
8011,104,38.284,14.275,9.276,0.892,14.866,9.985,1.539,0.65,0.893,0
8012,207,61.941,25.801,10.215,0.678,25.71,11.384,2.526,0.396,0.879,0
8014,106,39.213,15.53,8.69,0.866,16.155,9.0,1.787,0.56,0.934,0
8015,112,41.213,16.514,8.635,0.829,16.763,9.0,1.912,0.523,0.918,0
8016,103,39.456,15.473,8.476,0.831,16.125,9.4,1.826,0.548,0.896,0
8017,101,38.627,14.494,8.872,0.851,14.866,9.371,1.634,0.612,0.898,0
8018,119,41.799,16.485,9.191,0.856,16.492,9.0,1.793,0.558,0.933,0
8019,106,40.042,15.36,8.787,0.831,15.811,9.414,1.748,0.572,0.891,0
8020,107,42.284,16.939,8.043,0.752,17.088,8.913,2.106,0.475,0.877,0
8021,102,38.042,14.25,9.114,0.886,14.866,10.0,1.563,0.64,0.903,0
8022,100,38.971,15.823,8.047,0.827,15.811,8.0,1.966,0.509,0.93,0
8023,116,42.385,17.052,8.662,0.811,16.763,9.0,1.969,0.508,0.917,0
8024,112,42.042,17.226,8.278,0.796,17.464,8.854,2.081,0.481,0.911,0
8025,101,38.527,15.005,8.57,0.855,15.264,9.192,1.751,0.571,0.882,0
8026,127,44.627,18.037,8.965,0.801,18.028,9.414,2.012,0.497,0.914,0
8027,78,32.385,10.745,9.243,0.935,11.662,9.839,1.162,0.86,0.918,0
8028,115,42.284,16.567,8.838,0.808,17.0,9.391,1.875,0.533,0.898,0
8029,103,38.042,14.224,9.22,0.894,14.765,9.839,1.543,0.648,0.912,0
8030,98,37.213,13.99,8.919,0.889,14.56,9.0,1.569,0.638,0.925,0
8031,122,45.456,18.552,8.373,0.742,18.868,8.944,2.216,0.451,0.9,0
8032,112,40.627,16.055,8.882,0.853,16.492,9.0,1.807,0.553,0.926,0
8033,123,42.87,16.834,9.303,0.841,17.088,9.803,1.809,0.553,0.908,0
8034,105,40.042,16.011,8.35,0.823,16.763,9.0,1.917,0.522,0.909,0
8035,121,43.213,17.565,8.771,0.814,17.72,9.0,2.003,0.499,0.924,0
8036,116,42.87,17.194,8.59,0.793,17.889,9.656,2.002,0.5,0.896,0
8038,102,38.042,14.706,8.831,0.886,15.524,9.0,1.665,0.601,0.927,0
8039,93,35.456,13.841,8.555,0.93,14.422,9.192,1.618,0.618,0.916,0
8040,113,42.042,17.085,8.421,0.803,17.493,9.153,2.029,0.493,0.911,0
8041,105,38.042,14.456,9.248,0.912,15.232,9.944,1.563,0.64,0.913,0
8042,90,35.213,13.241,8.654,0.912,13.601,9.0,1.53,0.654,0.918,0
8043,101,37.213,14.177,9.071,0.917,14.866,9.0,1.563,0.64,0.935,0
8044,118,41.799,16.548,9.079,0.849,17.088,9.0,1.823,0.549,0.94,0
8045,93,36.87,13.632,8.687,0.86,14.318,9.391,1.569,0.637,0.886,0
8046,182,53.113,17.656,13.125,0.811,18.868,14.0,1.345,0.743,0.905,0
8047,123,42.627,16.433,9.53,0.851,16.763,10.0,1.724,0.58,0.911,0
8048,117,41.456,15.811,9.422,0.856,16.643,10.539,1.678,0.596,0.911,0
8049,101,40.042,15.137,8.495,0.792,15.652,9.391,1.782,0.561,0.878,0
8050,82,33.213,12.738,8.196,0.934,13.601,8.875,1.554,0.643,0.916,0
8051,86,35.213,13.257,8.26,0.872,13.928,8.944,1.605,0.623,0.915,0
8052,79,32.87,11.809,8.517,0.919,12.53,9.192,1.387,0.721,0.888,0
8053,122,45.113,17.755,8.749,0.753,18.028,9.391,2.029,0.493,0.881,0
8054,86,35.799,13.595,8.054,0.843,14.422,8.974,1.688,0.592,0.905,0
8055,96,39.113,14.513,8.422,0.789,16.125,8.969,1.723,0.58,0.857,0
8056,91,35.213,13.217,8.767,0.922,13.928,9.0,1.508,0.663,0.929,0
8057,79,33.213,12.209,8.239,0.9,13.153,8.0,1.482,0.675,0.913,0
8058,87,34.627,12.758,8.682,0.912,13.416,9.391,1.469,0.681,0.911,0
8059,98,38.87,15.313,8.148,0.815,15.811,9.153,1.879,0.532,0.891,0
8060,95,36.87,14.192,8.523,0.878,14.765,9.192,1.665,0.601,0.905,0
8061,110,40.87,15.901,8.808,0.828,16.643,9.881,1.805,0.554,0.884,0
8062,104,47.456,16.139,8.205,0.58,18.868,10.18,1.967,0.508,0.762,0
8063,89,36.042,13.923,8.139,0.861,14.422,9.153,1.711,0.585,0.894,0
8064,100,38.042,14.405,8.839,0.868,15.297,9.0,1.63,0.614,0.913,0
8065,106,39.213,14.78,9.132,0.866,15.297,9.0,1.619,0.618,0.926,0
8066,89,35.213,12.836,8.828,0.902,13.601,9.0,1.454,0.688,0.904,0
8067,90,35.213,12.872,8.902,0.912,13.601,9.839,1.446,0.692,0.918,0
8068,111,41.941,16.876,8.375,0.793,17.0,9.0,2.015,0.496,0.884,0
8069,103,38.627,15.32,8.56,0.867,16.125,9.391,1.79,0.559,0.916,0
8070,145,58.77,21.973,8.402,0.528,26.249,9.899,2.615,0.382,0.803,0
8071,99,37.456,14.531,8.674,0.887,15.264,9.391,1.675,0.597,0.904,0
8072,87,34.87,13.338,8.305,0.899,13.601,8.485,1.606,0.623,0.906,0
8073,108,40.042,15.334,8.968,0.846,16.401,9.985,1.71,0.585,0.915,0
8074,99,38.284,15.37,8.201,0.849,15.811,8.485,1.874,0.534,0.912,0
8075,100,38.627,15.353,8.293,0.842,15.811,8.974,1.851,0.54,0.909,0
8076,88,35.213,13.204,8.486,0.892,13.601,9.0,1.556,0.643,0.912,0
8077,116,46.042,17.109,8.633,0.688,19.235,9.961,1.982,0.505,0.847,0
8078,96,36.87,13.707,8.917,0.887,14.318,9.487,1.537,0.651,0.893,0
8079,84,33.213,12.816,8.345,0.957,13.342,8.0,1.536,0.651,0.933,0
8080,79,32.87,12.33,8.158,0.919,12.649,8.598,1.511,0.662,0.888,0
8081,84,34.284,12.981,8.239,0.898,13.416,9.0,1.575,0.635,0.875,0
8082,92,36.87,14.605,8.021,0.85,15.264,8.485,1.821,0.549,0.906,0
8083,71,31.213,10.836,8.343,0.916,11.662,9.192,1.299,0.77,0.887,0
8084,78,32.385,12.206,8.137,0.935,13.038,8.944,1.5,0.667,0.929,0
8085,95,37.213,14.265,8.479,0.862,14.866,9.0,1.682,0.594,0.909,0
8086,91,35.456,13.803,8.394,0.91,14.56,9.0,1.644,0.608,0.905,0
8087,89,34.627,12.788,8.862,0.933,13.416,9.487,1.443,0.693,0.913,0
8088,97,38.87,16.293,7.58,0.807,16.643,8.4,2.149,0.465,0.907,0
8089,64,28.971,10.507,7.756,0.958,11.18,8.0,1.355,0.738,0.921,0
8090,74,30.971,11.494,8.197,0.969,12.083,8.0,1.402,0.713,0.943,0
8091,89,37.456,14.394,7.873,0.797,15.524,8.549,1.828,0.547,0.877,0
8092,96,37.456,14.618,8.361,0.86,15.232,9.171,1.748,0.572,0.893,0
8093,50,26.385,10.141,6.278,0.903,10.44,6.957,1.615,0.619,0.877,0
8095,81,34.042,12.544,8.222,0.878,13.601,8.944,1.526,0.655,0.895,0
8096,85,34.042,13.211,8.192,0.922,13.601,8.8,1.613,0.62,0.904,0
8097,80,34.042,13.478,7.558,0.868,13.892,8.485,1.783,0.561,0.899,0
8098,100,38.627,14.568,8.74,0.842,14.866,9.701,1.667,0.6,0.897,0
8099,79,33.213,13.062,7.701,0.9,13.892,8.485,1.696,0.59,0.924,0
8100,113,41.941,17.186,8.372,0.807,17.493,9.153,2.053,0.487,0.893,0
8101,80,32.627,12.51,8.142,0.944,13.038,8.485,1.537,0.651,0.925,0
8102,100,38.87,15.743,8.088,0.832,16.125,8.875,1.947,0.514,0.909,0
8103,74,32.627,12.494,7.541,0.874,13.038,8.485,1.657,0.604,0.902,0
8104,102,39.113,15.958,8.139,0.838,16.553,9.153,1.961,0.51,0.895,0
8105,170,49.113,17.389,12.448,0.886,18.788,13.0,1.397,0.716,0.919,0
8106,107,38.87,15.195,8.966,0.89,15.811,9.701,1.695,0.59,0.911,0
8107,77,32.627,12.75,7.689,0.909,13.342,8.0,1.658,0.603,0.906,0
8108,105,38.627,14.949,8.943,0.884,15.652,9.803,1.672,0.598,0.925,0
8109,93,37.456,15.117,7.833,0.833,15.652,8.875,1.93,0.518,0.903,0
8110,164,56.284,24.143,8.649,0.651,23.345,9.0,2.791,0.358,0.899,0
8111,75,31.799,11.937,7.999,0.932,12.369,8.0,1.492,0.67,0.92,0
8112,89,34.87,13.379,8.47,0.92,13.601,9.153,1.58,0.633,0.904,0
8113,54,25.556,8.594,8.0,1.0,9.434,8.0,1.074,0.931,0.939,0
8114,97,37.213,14.274,8.652,0.88,14.866,9.0,1.65,0.606,0.928,0
8115,94,37.799,15.21,7.869,0.827,15.524,8.0,1.933,0.517,0.922,0
8117,98,37.456,13.686,9.117,0.878,14.318,9.944,1.501,0.666,0.895,0
8118,99,38.87,15.08,8.359,0.823,15.652,9.153,1.804,0.554,0.892,0
8119,106,40.284,16.336,8.262,0.821,16.553,8.944,1.977,0.506,0.887,0
8120,102,40.627,16.502,7.87,0.777,17.088,8.629,2.097,0.477,0.903,0
8121,122,44.284,17.871,8.692,0.782,18.358,9.604,2.056,0.486,0.894,0
8122,108,39.113,15.726,8.744,0.887,15.811,9.192,1.798,0.556,0.908,0
8123,96,36.627,13.92,8.781,0.899,14.318,9.0,1.585,0.631,0.914,0
8124,86,34.385,13.188,8.303,0.914,13.601,8.0,1.588,0.63,0.94,0
8125,91,35.456,12.984,8.924,0.91,13.601,9.701,1.455,0.687,0.892,0
8126,113,42.042,16.363,8.793,0.803,17.088,9.414,1.861,0.537,0.897,0
8127,69,29.799,9.851,8.918,0.976,10.77,9.0,1.105,0.905,0.914,0
8128,104,37.456,14.348,9.229,0.932,15.232,10.0,1.555,0.643,0.92,0
8129,103,38.87,15.397,8.518,0.857,15.811,9.192,1.808,0.553,0.907,0
8130,203,52.527,17.653,14.641,0.925,18.439,15.0,1.206,0.829,0.925,0
8131,98,37.213,14.457,8.631,0.889,14.866,9.0,1.675,0.597,0.916,0
8132,104,40.042,16.314,8.117,0.815,16.553,8.728,2.01,0.498,0.908,0
8133,93,36.042,13.623,8.692,0.9,13.928,9.391,1.567,0.638,0.912,0
8134,114,41.213,16.649,8.718,0.843,16.763,9.0,1.91,0.524,0.927,0
8135,117,40.627,16.26,9.162,0.891,16.492,9.0,1.775,0.563,0.932,0
8136,97,36.627,13.86,8.911,0.909,14.318,9.0,1.555,0.643,0.919,0
8137,101,38.042,14.491,8.875,0.877,15.133,9.0,1.633,0.612,0.914,0
8139,92,35.456,13.446,8.712,0.92,13.892,9.43,1.543,0.648,0.898,0
8140,88,34.627,13.294,8.429,0.922,13.892,9.192,1.577,0.634,0.921,0
8141,106,39.456,15.434,8.745,0.856,16.155,9.391,1.765,0.567,0.918,0
8142,101,37.213,14.191,9.062,0.917,15.0,9.707,1.566,0.639,0.931,0
8143,104,38.284,15.279,8.666,0.892,15.62,9.192,1.763,0.567,0.908,0
8145,58,26.971,8.854,8.341,1.0,9.487,8.0,1.062,0.942,0.921,0
8146,103,37.456,14.29,9.177,0.923,15.0,9.899,1.557,0.642,0.92,0
8147,95,36.87,13.89,8.708,0.878,14.213,9.192,1.595,0.627,0.9,0
8148,98,36.87,13.706,9.104,0.906,14.866,9.839,1.506,0.664,0.903,0
8149,105,40.527,16.507,8.099,0.803,16.643,8.485,2.038,0.491,0.897,0
8150,107,39.113,14.411,9.454,0.879,14.765,9.899,1.524,0.656,0.899,0
8151,143,45.698,17.71,10.281,0.86,18.248,10.712,1.723,0.581,0.905,0
8152,80,32.385,10.964,9.29,0.959,12.083,9.0,1.18,0.847,0.941,0
8153,92,36.87,14.617,8.014,0.85,15.264,8.875,1.824,0.548,0.893,0
8154,97,36.971,14.482,8.528,0.892,14.56,8.0,1.698,0.589,0.946,0
8155,97,36.87,14.689,8.408,0.897,15.264,9.153,1.747,0.572,0.907,0
8156,106,41.799,17.306,7.799,0.762,17.464,8.0,2.219,0.451,0.918,0
8157,93,35.799,13.557,8.735,0.912,14.318,9.0,1.552,0.644,0.93,0
8158,98,37.698,13.804,9.039,0.867,14.318,9.6,1.527,0.655,0.883,0
8159,93,35.799,13.638,8.682,0.912,14.318,9.0,1.571,0.637,0.93,0
8160,118,44.627,17.619,8.527,0.745,18.974,9.0,2.066,0.484,0.901,0
8161,100,37.698,14.643,8.695,0.884,15.232,9.37,1.684,0.594,0.893,0
8162,94,36.042,13.847,8.643,0.909,14.56,9.0,1.602,0.624,0.908,0
8163,151,81.255,27.274,7.049,0.287,32.202,11.971,3.869,0.258,0.502,1
8164,101,38.627,15.112,8.51,0.851,15.811,9.391,1.776,0.563,0.91,0
8165,96,37.799,15.363,7.956,0.844,15.811,8.0,1.931,0.518,0.937,0
8166,75,31.213,11.018,8.667,0.967,11.662,9.192,1.271,0.787,0.915,0
8167,86,37.698,12.024,9.106,0.76,13.928,10.539,1.32,0.757,0.835,0
8168,87,33.799,12.501,8.861,0.957,13.038,9.0,1.411,0.709,0.926,0
8169,75,31.799,12.421,7.688,0.932,12.649,8.0,1.616,0.619,0.909,0
8171,92,35.799,13.813,8.48,0.902,14.318,9.0,1.629,0.614,0.929,0
8172,99,36.971,14.688,8.582,0.91,14.56,8.0,1.711,0.584,0.957,0
8173,92,34.627,13.027,8.992,0.964,13.601,9.0,1.449,0.69,0.925,0
8174,66,28.627,10.1,8.32,1.0,10.817,8.485,1.214,0.824,0.91,0
8175,105,38.627,15.475,8.639,0.884,15.811,9.0,1.791,0.558,0.929,0
8176,187,51.941,17.432,13.658,0.871,18.682,14.758,1.276,0.783,0.917,0
8177,94,35.213,13.266,9.022,0.953,13.928,9.0,1.47,0.68,0.94,0
8178,113,42.042,17.141,8.393,0.803,17.72,9.0,2.042,0.49,0.919,0
8179,117,42.627,17.616,8.456,0.809,18.028,9.0,2.083,0.48,0.929,0
8180,100,37.456,13.591,9.368,0.896,14.56,10.0,1.451,0.689,0.909,0
8181,113,40.284,16.187,8.888,0.875,16.553,9.487,1.821,0.549,0.911,0
8182,105,38.627,15.302,8.737,0.884,15.524,9.0,1.751,0.571,0.913,0
8183,100,38.042,15.075,8.446,0.868,15.652,9.391,1.785,0.56,0.917,0
8184,99,37.456,14.647,8.606,0.887,15.264,9.192,1.702,0.588,0.921,0
8185,100,36.385,13.544,9.401,0.949,13.928,9.0,1.441,0.694,0.948,0
8186,89,33.799,12.499,9.066,0.979,13.0,9.0,1.379,0.725,0.932,0
8187,212,96.669,39.055,6.911,0.285,41.593,11.426,5.651,0.177,0.575,1
8188,233,109.296,32.563,9.11,0.245,39.051,15.504,3.574,0.28,0.448,1
8191,227,109.054,38.124,7.581,0.24,45.453,12.936,5.029,0.199,0.489,1
8192,244,111.397,34.958,8.887,0.247,45.607,13.806,3.934,0.254,0.53,1
8196,194,101.64,40.068,6.165,0.236,43.863,10.262,6.5,0.154,0.519,1
8197,236,124.125,36.039,8.338,0.192,50.359,15.0,4.322,0.231,0.42,1
8198,220,105.74,43.565,6.43,0.247,46.819,11.249,6.776,0.148,0.555,1
8199,124,45.598,15.377,10.267,0.749,17.464,11.49,1.498,0.668,0.844,0
8200,169,84.326,34.839,6.176,0.299,35.468,9.599,5.641,0.177,0.572,1
8201,205,103.64,44.126,5.915,0.24,45.651,10.254,7.46,0.134,0.614,1
8202,209,115.882,42.046,6.329,0.196,51.108,11.623,6.643,0.151,0.521,1
8205,227,110.225,44.823,6.448,0.235,49.769,9.606,6.951,0.144,0.575,1
8206,177,87.296,38.253,5.891,0.292,39.699,8.767,6.493,0.154,0.667,1
8207,207,96.426,35.777,7.367,0.28,41.195,11.179,4.857,0.206,0.607,1
8208,225,104.468,41.796,6.854,0.259,45.695,11.615,6.098,0.164,0.593,1
8209,262,123.439,37.283,8.948,0.216,49.649,15.378,4.167,0.24,0.462,1
8210,208,95.054,36.213,7.313,0.289,40.249,11.096,4.952,0.202,0.562,1
8211,189,81.941,33.053,7.28,0.354,34.525,10.726,4.54,0.22,0.673,1
8212,207,101.296,41.851,6.298,0.254,44.294,10.833,6.645,0.15,0.549,1
8214,108,38.042,13.645,10.078,0.938,14.56,10.0,1.354,0.739,0.927,0
8215,117,39.456,14.74,10.107,0.944,15.811,10.0,1.458,0.686,0.932,0
8216,82,33.456,12.971,8.049,0.921,13.416,8.485,1.611,0.621,0.911,0
8217,178,56.87,23.516,9.638,0.692,23.409,10.16,2.44,0.41,0.897,0
8218,104,38.385,15.807,8.377,0.887,15.811,8.0,1.887,0.53,0.95,0
8219,103,36.971,12.798,10.247,0.947,13.416,10.0,1.249,0.801,0.941,0
8220,99,37.213,14.476,8.708,0.898,14.866,9.0,1.662,0.602,0.912,0
8221,97,36.87,13.94,8.86,0.897,14.866,9.391,1.573,0.636,0.902,0
8222,100,41.355,18.316,6.951,0.735,17.804,7.071,2.635,0.38,0.897,0
8223,92,36.042,13.221,8.86,0.89,13.892,9.43,1.492,0.67,0.898,0
8224,107,38.284,14.542,9.369,0.917,15.264,9.899,1.552,0.644,0.907,0
8225,96,36.87,14.629,8.355,0.887,15.0,8.485,1.751,0.571,0.923,0
8226,89,34.627,13.496,8.396,0.933,13.928,9.0,1.607,0.622,0.922,0
8227,107,38.627,15.514,8.781,0.901,15.811,9.0,1.767,0.566,0.926,0
8228,90,35.213,13.346,8.586,0.912,13.601,9.0,1.554,0.643,0.909,0
8229,113,39.213,15.406,9.339,0.923,15.811,9.0,1.65,0.606,0.942,0
8230,90,36.042,13.769,8.322,0.871,14.318,8.944,1.654,0.604,0.909,0
8231,106,38.87,15.09,8.944,0.882,15.524,9.701,1.687,0.593,0.902,0
8232,107,39.698,16.016,8.506,0.853,16.643,9.192,1.883,0.531,0.903,0
8234,108,42.627,16.46,8.354,0.747,16.492,9.0,1.97,0.508,0.896,0
8235,90,35.113,13.738,8.341,0.917,13.892,8.485,1.647,0.607,0.9,0
8236,73,30.971,11.812,7.869,0.956,12.53,8.0,1.501,0.666,0.942,0
8237,89,36.042,13.835,8.191,0.861,14.422,8.875,1.689,0.592,0.894,0
8238,89,35.213,13.224,8.569,0.902,13.892,9.391,1.543,0.648,0.913,0
8239,123,44.284,18.129,8.639,0.788,18.601,9.391,2.099,0.477,0.898,0
8240,115,42.527,17.179,8.523,0.799,17.205,9.153,2.015,0.496,0.895,0
8241,99,39.213,15.985,7.885,0.809,16.643,8.497,2.027,0.493,0.921,0
8242,94,35.456,13.898,8.612,0.94,14.422,9.192,1.614,0.62,0.917,0
8243,97,36.87,14.121,8.746,0.897,14.422,9.192,1.615,0.619,0.915,0
8244,90,34.042,12.839,8.925,0.976,13.416,9.701,1.439,0.695,0.918,0
8245,109,38.87,14.999,9.253,0.907,15.652,9.839,1.621,0.617,0.92,0
8246,106,38.87,14.885,9.067,0.882,15.264,9.839,1.642,0.609,0.898,0
8247,114,40.627,15.881,9.14,0.868,16.553,9.839,1.738,0.576,0.931,0
8248,90,36.042,13.054,8.778,0.871,13.601,9.391,1.487,0.672,0.891,0
8249,94,36.87,14.773,8.102,0.869,15.0,8.485,1.823,0.548,0.908,0
8250,111,40.627,15.875,8.903,0.845,16.279,9.0,1.783,0.561,0.914,0
8251,92,34.971,12.84,9.123,0.945,13.416,9.0,1.407,0.71,0.944,0
8252,88,34.627,12.784,8.764,0.922,13.601,9.0,1.459,0.686,0.917,0
8253,103,38.284,15.325,8.557,0.883,15.811,9.192,1.791,0.558,0.912,0
8254,88,34.627,12.511,8.956,0.922,13.416,9.839,1.397,0.716,0.917,0
8255,90,35.799,13.548,8.458,0.882,13.928,9.0,1.602,0.624,0.918,0
8256,87,34.627,13.206,8.388,0.912,13.892,9.153,1.574,0.635,0.916,0
8257,93,36.042,13.955,8.485,0.9,14.422,9.153,1.645,0.608,0.912,0
8258,98,37.456,14.224,8.772,0.878,14.765,9.391,1.621,0.617,0.907,0
8259,88,35.213,13.278,8.439,0.892,13.928,8.974,1.573,0.636,0.907,0
8260,90,34.627,12.919,8.87,0.943,13.342,9.0,1.456,0.687,0.914,0
8261,105,38.627,14.708,9.09,0.884,15.232,9.701,1.618,0.618,0.913,0
8262,99,36.627,14.382,8.764,0.927,14.866,9.0,1.641,0.609,0.925,0
8263,206,55.598,18.648,14.065,0.837,20.248,14.849,1.326,0.754,0.902,0
8264,121,41.941,16.776,9.183,0.864,17.0,9.899,1.827,0.547,0.903,0
8265,99,38.042,14.381,8.765,0.86,14.765,9.391,1.641,0.609,0.9,0
8266,104,39.213,15.569,8.505,0.85,15.811,9.0,1.83,0.546,0.924,0
8267,98,36.385,14.08,8.862,0.93,14.765,9.0,1.589,0.629,0.947,0
8268,100,36.284,13.118,9.706,0.954,13.928,10.607,1.352,0.74,0.909,0
8269,107,39.698,15.336,8.884,0.853,15.811,9.899,1.726,0.579,0.888,0
8270,114,41.213,16.464,8.816,0.843,16.492,9.0,1.867,0.536,0.923,0
8271,103,38.627,15.053,8.712,0.867,15.297,9.0,1.728,0.579,0.912,0
8272,105,38.971,15.793,8.465,0.869,15.811,8.0,1.866,0.536,0.955,0
8273,107,39.213,15.594,8.737,0.874,16.155,9.0,1.785,0.56,0.922,0
8274,95,36.627,14.058,8.604,0.89,14.765,9.4,1.634,0.612,0.913,0
8275,95,36.042,13.67,8.848,0.919,14.318,9.0,1.545,0.647,0.918,0
8276,56,26.385,8.902,8.01,1.0,9.849,8.0,1.111,0.9,0.926,0
8277,91,34.971,12.802,9.051,0.935,13.416,9.0,1.414,0.707,0.938,0
8278,97,37.799,15.04,8.212,0.853,15.297,8.0,1.832,0.546,0.928,0
8279,91,35.799,14.016,8.266,0.892,14.318,8.0,1.696,0.59,0.933,0
8280,115,41.213,16.154,9.064,0.851,16.492,9.0,1.782,0.561,0.924,0
8281,109,40.627,16.172,8.582,0.83,16.492,9.0,1.885,0.531,0.912,0
8282,124,43.456,17.446,9.05,0.825,18.439,9.0,1.928,0.519,0.925,0
8283,104,39.213,13.278,9.973,0.85,14.213,10.733,1.331,0.751,0.893,0
8284,99,37.456,14.673,8.591,0.887,14.866,9.391,1.708,0.585,0.904,0
8285,84,34.627,13.069,8.184,0.88,13.416,8.875,1.597,0.626,0.894,0
8286,108,40.627,15.928,8.633,0.822,16.155,9.192,1.845,0.542,0.896,0
8287,104,38.87,14.853,8.915,0.865,15.264,9.707,1.666,0.6,0.904,0
8288,63,29.799,11.117,7.215,0.892,11.662,7.906,1.541,0.649,0.894,0
8289,109,38.385,13.688,10.139,0.93,14.318,10.0,1.35,0.741,0.936,0
8290,86,34.627,13.645,8.025,0.901,14.213,8.485,1.7,0.588,0.92,0
8291,92,35.456,12.798,9.153,0.92,13.601,9.944,1.398,0.715,0.893,0
8292,97,37.456,14.536,8.497,0.869,14.866,9.391,1.711,0.585,0.907,0
8293,57,27.213,9.162,7.921,0.967,9.849,8.485,1.157,0.865,0.891,0
8294,93,36.627,13.663,8.667,0.871,14.318,9.391,1.577,0.634,0.903,0
8295,106,38.87,14.181,9.517,0.882,14.765,10.4,1.49,0.671,0.898,0
8296,101,37.213,14.15,9.088,0.917,15.0,9.899,1.557,0.642,0.931,0
8297,99,36.87,14.154,8.906,0.915,14.765,9.391,1.589,0.629,0.912,0
8298,106,38.042,14.298,9.439,0.92,14.866,10.0,1.515,0.66,0.918,0
8299,117,42.284,16.982,8.772,0.822,17.205,9.4,1.936,0.517,0.903,0
8300,115,42.627,17.084,8.571,0.795,17.464,9.216,1.993,0.502,0.891,0
8301,74,30.385,10.783,8.738,1.0,11.662,9.0,1.234,0.81,0.931,0
8302,87,34.042,11.993,9.236,0.943,13.0,10.0,1.298,0.77,0.897,0
8303,115,41.456,16.898,8.665,0.841,17.263,9.0,1.95,0.513,0.909,0
8304,90,36.042,14.133,8.108,0.871,14.765,9.153,1.743,0.574,0.909,0
8305,116,41.456,16.358,9.029,0.848,17.0,9.775,1.812,0.552,0.917,0
8306,124,44.627,18.228,8.661,0.782,18.385,9.459,2.105,0.475,0.908,0
8307,103,39.213,15.38,8.527,0.842,15.811,9.0,1.804,0.554,0.916,0
8308,92,36.87,14.299,8.192,0.85,14.765,9.153,1.745,0.573,0.893,0
8309,80,32.042,10.88,9.362,0.979,11.705,9.899,1.162,0.861,0.904,0
8310,97,37.456,13.539,9.122,0.869,13.928,9.944,1.484,0.674,0.898,0
8311,91,34.971,13.583,8.53,0.935,13.601,8.0,1.592,0.628,0.953,0
8312,106,39.698,16.258,8.301,0.845,16.401,9.192,1.959,0.511,0.898,0
8313,102,36.042,12.251,10.601,0.987,13.0,11.0,1.156,0.865,0.923,0
8314,98,37.213,13.526,9.225,0.889,14.765,10.0,1.466,0.682,0.903,0
8315,112,42.042,17.042,8.368,0.796,17.464,9.391,2.037,0.491,0.903,0
8316,82,32.627,11.943,8.742,0.968,12.53,9.192,1.366,0.732,0.921,0
8317,97,36.87,14.405,8.574,0.897,14.765,9.192,1.68,0.595,0.915,0
8318,106,41.113,17.804,7.58,0.788,17.804,7.778,2.349,0.426,0.914,0
8319,94,37.213,15.224,7.862,0.853,15.652,8.538,1.937,0.516,0.913,0
8320,200,112.468,39.919,6.379,0.199,49.244,9.268,6.258,0.16,0.513,1
8321,118,42.87,17.067,8.803,0.807,17.464,9.217,1.939,0.516,0.901,0
